name,job,movie_count,gender,popularity,profile_path,order
Christine Bieselin Clark,Costume Design,2,Male,2.106,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1287
Jost Vacano,Director of Photography,2,Male,2.103,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1288
Steve Martino,Director,2,Male,2.097,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1289
John Jympson,Editor,2,Male,2.094,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1290
James Agee,Screenplay,2,Male,2.092,https://image.tmdb.org/t/p/original/aQu7IyeVKOoxTVKzatn2cGrR4UJ.jpg,1291
Choderlos de Laclos,Novel,2,Male,2.086,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1292
Edie Ichioka,Editor,2,Female,2.086,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1292
Rick Famuyiwa,Director,2,Male,2.081,https://image.tmdb.org/t/p/original/zvpQOPiD5RLfjKBJyNgHYNocy7X.jpg,1293
Eiko Ishioka,Costume Design,2,Female,2.08,https://image.tmdb.org/t/p/original/pznygmqUyS6We51zIUiQG3zwXp4.jpg,1294
Waldo Salt,Screenplay,2,Male,2.06,https://image.tmdb.org/t/p/original/h8eXkklPsD0LY1gJZFSZop1E6ox.jpg,1295
Doane Harrison,Editor,2,Male,2.06,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1295
Mark Romanek,Director,2,Male,2.056,https://image.tmdb.org/t/p/original/zSuVSesA98di6X1aqfYtUyUv06l.jpg,1296
Karyn Kusama,Director,2,Female,2.035,https://image.tmdb.org/t/p/original/pfVHh9OEfgYPouqO3aSOxwmqoFS.jpg,1297
Jeff Pinkner,Screenplay,2,Male,2.023,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1298
Agnès Godard,Director of Photography,2,Female,2.023,https://image.tmdb.org/t/p/original/aPpU4xD0mtTZY29RmBXcv3h5QnU.jpg,1298
Raymond Chandler,Screenplay,2,Male,2.008,https://image.tmdb.org/t/p/original/49aNExZMEDxtgq6X0jPWg45YM8s.jpg,1299
Robert Getchell,Screenplay,2,Male,1.989,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1300
Matthew Diamond,Director,2,Male,1.983,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1301
Igor Jadue-Lillo,Director of Photography,2,Male,1.975,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1302
William Broyles Jr.,Screenplay,2,Male,1.97,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1303
Mark Burton,Screenplay,2,Male,1.964,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1304
Eric Heisserer,Screenplay,2,Male,1.961,https://image.tmdb.org/t/p/original/pFG6KLu3yNiiz2sHVKjdSMaPso5.jpg,1305
Anthony Hardwick,Director of Photography,2,Male,1.96,https://image.tmdb.org/t/p/original/VEXSGGUKkzMYWKb8Up67DAbZSS.jpg,1306
Lance Bangs,Director,2,Male,1.96,https://image.tmdb.org/t/p/original/mRjjImIummmLyGrIs56Ufbbn9h2.jpg,1306
Robert Delamere,Director,2,Male,1.96,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1306
Alfred Uhry,Screenplay,2,Male,1.96,https://image.tmdb.org/t/p/original/1FBwh8Rnl5sNJV6WBPbK9dUfPjs.jpg,1306
Sean Price Williams,Director of Photography,2,Male,1.96,https://image.tmdb.org/t/p/original/iyqQ65QN9psIiAtBmQn7jOL0r8N.jpg,1306
Ted Griffin,Screenplay,2,Male,1.94,https://image.tmdb.org/t/p/original/yTqm4q3yJduJseTjoDlwYPk5PhX.jpg,1307
Don McEnery,Screenplay,2,Male,1.934,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1308
Russell Harlan,Director of Photography,2,Male,1.934,https://image.tmdb.org/t/p/original/h7Jv06fnqNAfeJc3SsGlHVr8GbS.jpg,1308
Bobby Byrne,Director of Photography,2,Male,1.933,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1309
Mauro Fiore,Director of Photography,2,Male,1.912,https://image.tmdb.org/t/p/original/5WnSQdjeuvzZ7Kh3onIXwc4zdof.jpg,1310
Christine Wada,Costume Design,2,Male,1.909,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1311
Fred Schepisi,Director,2,Male,1.906,https://image.tmdb.org/t/p/original/rNQHONDSt3HG6ekbQeYSOpgOKuG.jpg,1312
Daniel P. Hanley,Editor,2,Male,1.906,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1312
Mark Protosevich,Screenplay,2,Male,1.906,https://image.tmdb.org/t/p/original/8OOT4YpdcbWKGlKAIM76nlp5Clb.jpg,1312
Lisa Fruchtman,Editor,2,Female,1.905,https://image.tmdb.org/t/p/original/8UnJxI3Vq0smFc5kZVhSMNUDoJz.jpg,1313
W. Peter Iliff,Screenplay,2,Male,1.89,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1314
Steve Koren,Screenplay,2,Male,1.88,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1315
Vance Gerry,Screenplay,2,Male,1.88,https://image.tmdb.org/t/p/original/s2mWrs1TP26TnmFGKR3WO9wrQAS.jpg,1315
Travis Beacham,Screenplay,2,Male,1.858,https://image.tmdb.org/t/p/original/hhqDtKmn46Cho8Wy7mJBzjCqxAf.jpg,1316
Salvatore Totino,Director of Photography,2,Male,1.853,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1317
Donn Cambern,Editor,2,Male,1.852,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1318
Tim Maurice-Jones,Director of Photography,2,Male,1.844,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1319
Olivier Assayas,Writer,2,Male,1.843,https://image.tmdb.org/t/p/original/ybg3hz6jRrQJMrQfdeRRVsNVmu4.jpg,1320
Andrew Bergman,Screenplay,2,Male,1.84,https://image.tmdb.org/t/p/original/ngMENuNy0YVAmKaSVWbjZCjPe93.jpg,1321
Randi Mayem Singer,Screenplay,2,Female,1.838,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1322
Mike Mills,Screenplay,2,Male,1.837,https://image.tmdb.org/t/p/original/oGudNIroZukBfQ8keZCM512KVRn.jpg,1323
Trudy Ship,Editor,2,Female,1.834,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1324
Casey Robinson,Screenplay,2,Male,1.833,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1325
Nick Cheung,Editor,2,Male,1.813,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1326
Don Rhymer,Screenplay,2,Male,1.806,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1327
Sean Baker,Director,2,Male,1.803,https://image.tmdb.org/t/p/original/bz96USgFMwR3MhrPoGVv84e1R7K.jpg,1328
Sean Baker,Editor,2,Male,1.803,https://image.tmdb.org/t/p/original/bz96USgFMwR3MhrPoGVv84e1R7K.jpg,1328
Sean Baker,Writer,2,Male,1.803,https://image.tmdb.org/t/p/original/bz96USgFMwR3MhrPoGVv84e1R7K.jpg,1328
Bruce Surtees,Director of Photography,2,Male,1.8,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1329
Kwan Pung-Leung,Director of Photography,2,Male,1.788,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1330
Peter Straughan,Screenplay,2,Male,1.786,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1331
Burr Steers,Director,2,Male,1.785,https://image.tmdb.org/t/p/original/k9rAVWornL0SUIykpjd3K3IfSll.jpg,1332
Dan Sterling,Screenplay,2,Male,1.756,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1333
John F. Burnett,Editor,2,Male,1.751,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1334
Melissa Mathison,Screenplay,2,Female,1.749,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1335
Charles Brackett,Screenplay,2,Male,1.741,https://image.tmdb.org/t/p/original/iIRQ5sTZTMgTTuMKlmetxO53tVS.jpg,1336
Robert Harling,Writer,2,Male,1.741,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1336
Kumiko Ogawa,Costume Design,2,Male,1.739,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1337
Michael Bonvillain,Director of Photography,2,Male,1.735,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1338
Jay Presson Allen,Screenplay,2,Male,1.7345,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1339
Stephen Schwartz,Lyricist,2,Male,1.726,https://image.tmdb.org/t/p/original/86XNdLARP2lTYWBOesuLYrsufjy.jpg,1340
Elmore Leonard,Novel,2,Male,1.714,https://image.tmdb.org/t/p/original/ySaeTcnv4jIgtSbWSkfYaXKU9fN.jpg,1341
Padraic McKinley,Editor,2,Male,1.7080000000000002,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1342
Linda M. Bass,Costume Design,2,Female,1.7,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1343
Gunnar Fischer,Director of Photography,2,Male,1.7,https://image.tmdb.org/t/p/original/hQReSi6DaGxuKbi1ZTrFcil9M24.jpg,1343
Frank Pierson,Screenplay,2,Male,1.699,https://image.tmdb.org/t/p/original/qB5v6C0gt4wa8tlxcuG90fF0Ye9.jpg,1344
Chris Van Allsburg,Book,2,Male,1.6980000000000002,https://image.tmdb.org/t/p/original/rGgkd58xCEN2DZtGvFfxoDYGwrH.jpg,1345
Alexandra Welker,Costume Design,2,Female,1.694,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1346
Phil Hay,Screenplay,2,Male,1.694,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1346
Richard Bluck,Director of Photography,2,Male,1.6909999999999998,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1347
Nancy Schreiber,Director of Photography,2,Female,1.6869999999999998,https://image.tmdb.org/t/p/original/vu2SJcVX4naMHe4zRPT4vbXRTWF.jpg,1348
Pawel Pogorzelski,Director of Photography,2,Male,1.6780000000000002,https://image.tmdb.org/t/p/original/emUcsFrX8TAK5pGfKvJhcERsUDO.jpg,1349
Amy Holden Jones,Screenplay,2,Female,1.673,https://image.tmdb.org/t/p/original/rPP8TdPAkhcEb5l4YGC7JNm6nbW.jpg,1350
Quyen Tran,Director of Photography,2,Female,1.673,https://image.tmdb.org/t/p/original/a8jmsx8t6fvONa2rIhZNTbYR2fQ.jpg,1350
Mitchell Travers,Costume Design,2,Male,1.67,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1351
Marie France,Costume Design,2,Female,1.669,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1352
James Algar,Director,2,Male,1.669,https://image.tmdb.org/t/p/original/awqwWqAZ4b6rBhivYfLDbnsxLQe.jpg,1352
Thomas Stanford,Editor,2,Male,1.6669999999999998,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1353
Ralph Kemplen,Editor,2,Male,1.666,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1354
Matt Manfredi,Screenplay,2,Male,1.666,https://image.tmdb.org/t/p/original/upwOoFqltBL3DeFTT8gQmzQ5mIs.jpg,1354
Fabienne Rawley,Editor,2,Female,1.663,https://image.tmdb.org/t/p/original/94hWzJiJskQYepoxrHg1wZ2Yc2G.jpg,1355
Matthew Simonelli,Costume Design,2,Male,1.658,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1356
Danielle Knox,Costume Design,2,Male,1.646,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1357
Thomas Bezucha,Director,2,Male,1.646,https://image.tmdb.org/t/p/original/zfY8VY2FKNh6JGkJfGCXpmYB0p4.jpg,1357
Timothy Dowling,Screenplay,2,Male,1.646,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1357
Frank Bracht,Editor,2,Male,1.646,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1357
Scott Conrad,Editor,2,Male,1.646,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1357
Max Landis,Screenplay,2,Male,1.646,https://image.tmdb.org/t/p/original/76jh2Qs4wb993OLNq2p4Xu6K0bv.jpg,1357
Susan Littenberg,Editor,2,Female,1.646,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1357
Denise Cronenberg,Costume Design,2,Female,1.646,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1357
Benoît Debie,Director of Photography,2,Male,1.646,https://image.tmdb.org/t/p/original/n9SS1I13aogkoFe9HHxRb5aNYct.jpg,1357
Barbara Marshall,Writer,2,Female,1.63,https://image.tmdb.org/t/p/original/rcAS94Gug2gZZlnnWG3KYZijbjs.jpg,1358
Darren Stein,Writer,2,Male,1.6230000000000002,https://image.tmdb.org/t/p/original/z3qJCwbTCK44ZdzlDmld68L9vxr.jpg,1359
Mark A. Hester,Editor,2,Male,1.6230000000000002,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1359
Darren Stein,Director,2,Male,1.6230000000000002,https://image.tmdb.org/t/p/original/z3qJCwbTCK44ZdzlDmld68L9vxr.jpg,1359
Lisy Christl,Costume Design,2,Female,1.62,https://image.tmdb.org/t/p/original/eo5pNuGUjIQwNiidDogbqXfKA9.jpg,1360
Frank Passingham,Director of Photography,2,Male,1.62,https://image.tmdb.org/t/p/original/sRJqbXJiiNkqWzFmyl1fxLpSnUp.jpg,1360
Fabian Wagner,Director of Photography,2,Male,1.62,https://image.tmdb.org/t/p/original/uovLA9I5UYgiDdRt9pNbcDQh89U.jpg,1360
Michael Fimognari,Director,2,Male,1.616,https://image.tmdb.org/t/p/original/8ETxK0seKQDqvfHNzHwGcvl51B8.jpg,1361
Arthur P. Schmidt,Editor,2,Male,1.616,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1361
Jeanne Lapoirie,Director of Photography,2,Female,1.614,https://image.tmdb.org/t/p/original/5nc3GQ5osY6QUWvcdLsvsvhM6GH.jpg,1362
Pamela Pettler,Screenplay,2,Female,1.598,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1363
Norman Wexler,Screenplay,2,Male,1.592,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1364
Frank Perry,Director,2,Male,1.59,https://image.tmdb.org/t/p/original/q0BwayBCQzk6CIQ3HAcXOfyj50A.jpg,1365
Harold Cronk,Director,2,Male,1.59,https://image.tmdb.org/t/p/original/59mzm2edNia7p8TZDZhiStn4YDG.jpg,1365
Barry Avrich,Director,2,Male,1.586,https://image.tmdb.org/t/p/original/lmTmLUr0yqTzcaxVvxuxPNWOEwu.jpg,1366
Doug Miro,Screenplay,2,Male,1.5530000000000002,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1367
Sheldon Turner,Screenplay,2,Male,1.5530000000000002,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1367
Dick Bush,Director of Photography,2,Male,1.55,https://image.tmdb.org/t/p/original/czrV8I4r9POckXnoc6X1DscHm3S.jpg,1368
Alexander Berner,Editor,2,Male,1.5490000000000002,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1369
Jürgen Doering,Costume Design,2,Male,1.529,https://image.tmdb.org/t/p/original/mcXFShHN0cK0DVePEVmRqM1IKWr.jpg,1370
Polly Morgan,Director of Photography,2,Female,1.5119999999999998,https://image.tmdb.org/t/p/original/wAFiNLuTniJV36szKM4CQyPPM6c.jpg,1371
Gabe Sachs,Screenplay,2,Male,1.511,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1372
Daniel Mandell,Editor,2,Male,1.506,https://image.tmdb.org/t/p/original/i0E71PSow73Gix42CIJTRv0UP0f.jpg,1373
Chris Bergoch,Writer,2,Male,1.503,https://image.tmdb.org/t/p/original/lbf4renuptkoieWNaVtLHjgZe42.jpg,1374
Plummy Tucker,Editor,2,Male,1.5019999999999998,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1375
James Dashner,Novel,2,Male,1.495,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1376
Tom Ford,Director,2,Male,1.491,https://image.tmdb.org/t/p/original/vrjL4RHp2uAHmsOHnwS9yE7s5NP.jpg,1377
Tom Ford,Screenplay,2,Male,1.491,https://image.tmdb.org/t/p/original/vrjL4RHp2uAHmsOHnwS9yE7s5NP.jpg,1377
Ted Berman,Director,2,Male,1.487,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1378
Vanessa Taylor,Screenplay,2,Female,1.486,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1379
George Richmond,Director of Photography,2,Male,1.48,https://image.tmdb.org/t/p/original/xxDOdxyiwf89xE5OULLoERKW6oG.jpg,1380
Ashley Connor,Director of Photography,2,Female,1.4680000000000002,https://image.tmdb.org/t/p/original/rqkCCRLntkAqgOdXnfinqXmTD5K.jpg,1381
Elaine May,Writer,2,Female,1.4580000000000002,https://image.tmdb.org/t/p/original/vDx1oJb6UIGAVmtJ2sItcyEZG77.jpg,1382
Elaine May,Director,2,Female,1.4580000000000002,https://image.tmdb.org/t/p/original/vDx1oJb6UIGAVmtJ2sItcyEZG77.jpg,1382
Mark Sanger,Editor,2,Male,1.4580000000000002,https://image.tmdb.org/t/p/original/5oU0vlmuLifIkiq6K93mY7lyG5D.jpg,1382
Elaine May,Screenplay,2,Female,1.4580000000000002,https://image.tmdb.org/t/p/original/vDx1oJb6UIGAVmtJ2sItcyEZG77.jpg,1382
Tom Stern,Director of Photography,2,Male,1.456,https://image.tmdb.org/t/p/original/wKcwnnvdWrGBqdho0SYSp7xFKv7.jpg,1383
Leslie Bricusse,Lyricist,2,Male,1.456,https://image.tmdb.org/t/p/original/4ig0UGoQxnSM6XFNuaqg7QvfIzq.jpg,1383
Michael H. Weber,Screenplay,2,Male,1.454,https://image.tmdb.org/t/p/original/g0dJfWvELCbZgTjyCdFUyCeApNr.jpg,1384
Helen Colvig,Costume Design,2,Female,1.454,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1384
Joseph Ruttenberg,Director of Photography,2,Male,1.4380000000000002,https://image.tmdb.org/t/p/original/nsAJ0wJ3eVute0yYG2K2dG8tAV8.jpg,1385
Ron J. Friedman,Screenplay,2,Male,1.435,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1386
Jacques Witta,Editor,2,Male,1.435,https://image.tmdb.org/t/p/original/gtYgtpEyipHtEDK6RkWxooiVynQ.jpg,1386
Christopher Blauvelt,Director of Photography,2,Male,1.425,https://image.tmdb.org/t/p/original/7l72pS3lD944FMiM6owxGnR6boy.jpg,1387
Lisa Jensen,Costume Design,2,Female,1.4240000000000002,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1388
Yoni Brenner,Screenplay,2,Male,1.412,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1389
Krzysztof Piesiewicz,Screenplay,2,Male,1.4069999999999998,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1390
Ingrid Ferrin,Costume Design,2,Female,1.4,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1391
Sloane Klevin,Editor,2,Female,1.4,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1391
Stanley D. Williams,Script Consultant,2,Male,1.4,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1391
Paul Mayeda Berges,Screenplay,2,Male,1.399,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1392
David Levien,Screenplay,2,Male,1.399,https://image.tmdb.org/t/p/original/9mgNSn8nvWfMXSx658P99VHES94.jpg,1392
Shane F. Kelly,Director of Photography,2,Male,1.396,https://image.tmdb.org/t/p/original/l5J2TXrpY3hN8mjscvy4E3HJm3k.jpg,1393
Ben Seresin,Director of Photography,2,Male,1.39,https://image.tmdb.org/t/p/original/AnzjkOFIDLbEuOMimwH2NtjGHNG.jpg,1394
Brenda Carlson,Editor,2,Female,1.388,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1395
Pamela Withers,Costume Design,2,Female,1.388,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1395
Bill DeRonde,Editor,2,Male,1.388,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1395
Steve Hickner,Director,2,Male,1.388,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1395
Kate Lanier,Screenplay,2,Male,1.383,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1396
Vince Cheung,Writer,2,Male,1.38,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1397
Andrew Coffman,Editor,2,Male,1.38,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1397
Tom Broecker,Costume Design,2,Male,1.38,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1397
Vera West,Costume Design,2,Female,1.361,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1398
Ken Schretzmann,Editor,2,Male,1.361,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1398
Lachlan Milne,Director of Photography,2,Male,1.361,https://image.tmdb.org/t/p/original/m0WJrEKHWfjN18npXbPFMSCV9xM.jpg,1398
Katherine Fugate,Writer,2,Female,1.361,https://image.tmdb.org/t/p/original/5y3vCiZVb3zIEdCHFndsMqgkpGS.jpg,1398
Giuseppe Rotunno,Director of Photography,2,Male,1.361,https://image.tmdb.org/t/p/original/g983MStUH43ah1clMdObvegANEj.jpg,1398
Guy Busick,Writer,2,Male,1.361,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1398
Giorgio Armani,Costume Design,2,Male,1.357,https://image.tmdb.org/t/p/original/mgr6d6gWrv3mnVBcME4Kp6mfd6o.jpg,1399
Michael J. Wilson,Screenplay,2,Male,1.3530000000000002,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1400
Stacey Schroeder,Editor,2,Female,1.336,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1401
Lee Hall,Writer,2,Male,1.336,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1401
P.J. Hogan,Director,2,Male,1.331,https://image.tmdb.org/t/p/original/a9nTCDzLrnrEgD81WiRvZ4zN1VX.jpg,1402
Peter Zinner,Editor,2,Male,1.3159999999999998,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1403
J. Mills Goodloe,Screenplay,2,Male,1.315,https://image.tmdb.org/t/p/original/rqmCbyenFBJDmyymYVZLhFwqSNU.jpg,1404
C.S. Lewis,Novel,2,Male,1.314,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1405
Alexis Scott,Costume Design,2,Male,1.3130000000000002,https://image.tmdb.org/t/p/original/vWGW2YADuKFGvZJrCBQLEzPrgRz.jpg,1406
Jake Roberts,Editor,2,Male,1.3130000000000002,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1406
Robert Fraisse,Director of Photography,2,Male,1.3119999999999998,https://image.tmdb.org/t/p/original/2CTKX2yuNBwmAwKA6ACio1D0txM.jpg,1407
Mark Yoshikawa,Editor,2,Male,1.3119999999999998,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1407
Kogonada,Writer,2,Male,1.3119999999999998,https://image.tmdb.org/t/p/original/vtAELNwYG6DNHgUS9rBxHTIISS9.jpg,1407
Kogonada,Editor,2,Male,1.3119999999999998,https://image.tmdb.org/t/p/original/vtAELNwYG6DNHgUS9rBxHTIISS9.jpg,1407
Kogonada,Director,2,Male,1.3119999999999998,https://image.tmdb.org/t/p/original/vtAELNwYG6DNHgUS9rBxHTIISS9.jpg,1407
Thomas Del Ruth,Director of Photography,2,Male,1.311,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1408
Philippe Le Sourd,Director of Photography,2,Male,1.31,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1409
Erik Wilson,Director of Photography,2,Male,1.308,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1410
Lorraine Carson,Costume Design,2,Female,1.308,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1410
Jules Labarthe,Director of Photography,2,Male,1.308,https://image.tmdb.org/t/p/original/p67BWlCFDNcf97VhSZPoPoye16C.jpg,1410
Chayse Irvin,Director of Photography,2,Male,1.306,https://image.tmdb.org/t/p/original/26x366VuS7B0weTTN6Tn0y9wFWh.jpg,1411
Larkin Seiple,Director of Photography,2,Male,1.304,https://image.tmdb.org/t/p/original/gtwLiRdQQw9xW0ZOF6849jGDhBM.jpg,1412
Kate Carin,Costume Design,2,Female,1.298,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,1413
